language,strategy,threshold,threshold_sd,n_draws,f1,f1_sd,fpr,fnr,precision,recall,predicted_positive_rate,objective_value,is_degenerate,is_source,test_auroc,test_prevalence,dev_prevalence,n_dev,n_test,tau_source,source_language,objective,f1_ci_low,f1_ci_high,f1_target_full,f1_gap_to_full,prevalence_setting,fpr_budget,task,encoder,exp_id
am,fixed_half,0.5,0.0,1,0.30385015608740895,0.0,0.138268156424581,0.7960893854748603,0.5959183673469388,0.20391061452513967,0.17108938547486033,0.20391061452513967,False,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,,,0.10217113665389525,-0.20167901943351368,0.500,0.05,toxicity,encoder_minilm,EXP-002
am,source_global,0.6092213138065175,0.0,1,0.2229806598407281,0.0,0.09078212290502793,0.8631284916201117,0.6012269938650306,0.13687150837988826,0.1138268156424581,0.13687150837988826,False,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,0.18436998473401964,0.2616710914454277,0.10217113665389525,-0.12080952318683284,0.500,0.05,toxicity,encoder_minilm,EXP-002
am,pooled_global,0.8843230028144142,0.0,1,0.0456989247311828,0.0,0.015363128491620111,0.9762569832402235,0.6071428571428571,0.023743016759776536,0.019553072625698324,0.023743016759776536,False,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,,,0.10217113665389525,0.056472211922712456,0.500,0.05,toxicity,encoder_minilm,EXP-002
am,worstcase_global,0.9706738292325466,0.0,1,0.008321775312066574,0.0,0.002793296089385475,0.9958100558659218,0.6,0.004189944134078212,0.0034916201117318434,0.004189944134078212,True,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,,,0.10217113665389525,0.09384936134182868,0.500,0.05,toxicity,encoder_minilm,EXP-002
am,quantile_match,0.23698215206134565,0.0,1,0.49811320754716976,0.0,0.38966480446927376,0.5391061452513967,0.541871921182266,0.46089385474860334,0.42527932960893855,0.46089385474860334,False,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,,,0.10217113665389525,-0.3959420708932745,0.500,0.05,toxicity,encoder_minilm,EXP-002
am,sld_em,0.9951769561771612,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,,,0.10217113665389525,0.10217113665389525,0.500,0.05,toxicity,encoder_minilm,EXP-002
am,bbse,0.9379993099303006,0.0,1,0.030054644808743168,0.0,0.006983240223463687,0.9846368715083799,0.6875,0.015363128491620111,0.0111731843575419,0.015363128491620111,False,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,,,0.10217113665389525,0.07211649184515209,0.500,0.05,toxicity,encoder_minilm,EXP-002
am,few_label_8_strat,0.5097531413495238,0.23019890511865299,25,0.29933161107093353,0.15666971589161166,0.18027932960893853,0.7667597765363128,0.5794818624863762,0.23324022346368714,0.20675977653631286,0.23324022346368714,False,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,,,0.10217113665389525,-0.19716047441703827,0.500,0.05,toxicity,encoder_minilm,EXP-002
am,few_label_8_rand,0.6313850883856887,0.20442972244707078,25,0.21685295961926465,0.13978556048268775,0.11486033519553071,0.8450279329608938,0.5940424069042264,0.15497206703910615,0.13491620111731842,0.15497206703910615,False,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,,,0.10217113665389525,-0.1146818229653694,0.500,0.05,toxicity,encoder_minilm,EXP-002
am,few_label_16_strat,0.6354821208718469,0.22203238326324778,25,0.21509781529294636,0.14764644591464243,0.11631284916201118,0.8456424581005585,0.5929554210599476,0.15435754189944131,0.13533519553072626,0.15435754189944131,False,False,0.5692374613776099,0.5,0.5,978,1432,0.6092213138065175,en,target_fpr,,,0.10217113665389525,-0.1129266786390511,0.500,0.05,toxicity,encoder_minilm,EXP-002
