language,strategy,threshold,threshold_sd,n_draws,f1,f1_sd,fpr,fnr,precision,recall,predicted_positive_rate,objective_value,is_degenerate,is_source,test_auroc,test_prevalence,dev_prevalence,n_dev,n_test,tau_source,source_language,objective,f1_ci_low,f1_ci_high,f1_target_full,f1_gap_to_full,prevalence_setting,fpr_budget,task,encoder,exp_id
am,few_label_128_strat,0.9210478815215964,0.05054070545820166,25,0.033649318282453176,0.027297359415568673,0.010765306122448979,0.9823463687150839,0.5819621587592829,0.0176536312849162,0.014053333333333331,0.0176536312849162,False,False,0.5661572939231558,0.47733333333333333,0.511,1000,1500,0.8406066731032429,en,target_fpr,,,0.024657534246575342,-0.008991784035877835,native,0.01,toxicity,encoder_minilm,EXP-007
am,few_label_128_rand,0.9040020309676915,0.043847462610554624,25,0.04175423637624413,0.023013442308779407,0.012602040816326529,0.9781564245810056,0.598117809612378,0.021843575418994413,0.01701333333333333,0.021843575418994413,False,False,0.5661572939231558,0.47733333333333333,0.511,1000,1500,0.8406066731032429,en,target_fpr,,,0.024657534246575342,-0.01709670212966879,native,0.01,toxicity,encoder_minilm,EXP-007
am,few_label_256_strat,0.8954817511435913,0.04246154285405077,25,0.046479462342538774,0.021816845275821707,0.01357142857142857,0.9756424581005586,0.6212529566341769,0.02435754189944134,0.01872,0.02435754189944134,False,False,0.5661572939231558,0.47733333333333333,0.511,1000,1500,0.8406066731032429,en,target_fpr,,,0.024657534246575342,-0.021821928095963432,native,0.01,toxicity,encoder_minilm,EXP-007
am,few_label_256_rand,0.9145716322819996,0.04325768288268813,25,0.03799817551669472,0.022478173899373843,0.011173469387755102,0.9801675977653632,0.6140985837767391,0.01983240223463687,0.015306666666666666,0.01983240223463687,False,False,0.5661572939231558,0.47733333333333333,0.511,1000,1500,0.8406066731032429,en,target_fpr,,,0.024657534246575342,-0.013340641270119375,native,0.01,toxicity,encoder_minilm,EXP-007
am,target_full,0.9450156545303743,0.0,1,0.024657534246575342,0.0,0.006377551020408163,0.9874301675977654,0.6428571428571429,0.012569832402234637,0.009333333333333334,0.012569832402234637,True,False,0.5661572939231558,0.47733333333333333,0.511,1000,1500,0.8406066731032429,en,target_fpr,0.011093411069372928,0.040708332179547536,0.024657534246575342,0.0,native,0.01,toxicity,encoder_minilm,EXP-007
am,test_oracle_unachievable,0.9388084859487518,0.0,1,0.03001364256480218,0.0,0.007653061224489796,0.9846368715083799,0.6470588235294118,0.015363128491620111,0.011333333333333334,0.015363128491620111,False,False,0.5661572939231558,0.47733333333333333,0.511,1000,1500,0.8406066731032429,en,target_fpr,,,0.024657534246575342,-0.005356108318226839,native,0.01,toxicity,encoder_minilm,EXP-007
ar,fixed_half,0.5,0.0,1,0.4515021459227468,0.0,0.20053475935828877,0.6502659574468085,0.6368038740920097,0.3497340425531915,0.2753333333333333,0.3497340425531915,False,False,0.6368525287290931,0.5013333333333333,0.503,1000,1500,0.8406066731032429,en,target_fpr,,,0.07097591888466412,-0.3805262270380827,native,0.01,toxicity,encoder_minilm,EXP-007
ar,source_global,0.8406066731032429,0.0,1,0.24503311258278146,0.0,0.05748663101604278,0.8523936170212766,0.7207792207792207,0.14760638297872342,0.10266666666666667,0.14760638297872342,False,False,0.6368525287290931,0.5013333333333333,0.503,1000,1500,0.8406066731032429,en,target_fpr,0.21246313697339175,0.28390963118658236,0.07097591888466412,-0.17405719369811734,native,0.01,toxicity,encoder_minilm,EXP-007
ar,pooled_global,0.9683055248089676,0.0,1,0.06852791878172589,0.0,0.012032085561497326,0.964095744680851,0.75,0.03590425531914894,0.024,0.03590425531914894,False,False,0.6368525287290931,0.5013333333333333,0.503,1000,1500,0.8406066731032429,en,target_fpr,,,0.07097591888466412,0.002448000102938233,native,0.01,toxicity,encoder_minilm,EXP-007
ar,worstcase_global,0.9896382107439661,0.0,1,0.020942408376963352,0.0,0.0053475935828877,0.9893617021276596,0.6666666666666666,0.010638297872340425,0.008,0.010638297872340425,True,False,0.6368525287290931,0.5013333333333333,0.503,1000,1500,0.8406066731032429,en,target_fpr,,,0.07097591888466412,0.05003351050770077,native,0.01,toxicity,encoder_minilm,EXP-007
